Credit_Limit,Sex,Education,Marital_Status,Age,Jan_Repay_Status,Previous_Payment_Prior_Jan,Jan_Statement,Feb_Repay_Status,Previous_Payment_Prior_Feb,Feb_Statement,Mar_Repay_Status,Previous_Payment_Prior_Mar,Mar_Statement,Apr_Repay_Status,Previous_Payment_Prior_Apr,Apr_Statement,May_Repay_Status,Previous_Payment_Prior_May,May_Statement,Jun_Repay_Status,Previous_Payment_Prior_Jun,Jun_Statement,July_Payment_Status,Repay_Status_sum,Previous_Payment_Prior_sum,Statement_sum
3300,2,2,2,29,0,69,993,0,60,1033,0,70,1064,0,48,1117,0,50,1134,0,128,1160,0,0,425,6501
20000,2,1,1,47,-2,2889,1136,-2,9956,2889,-1,143,9952,0,128,7163,0,2088,6405,-1,2148,2088,0,-6,17352,29633
11100,2,1,1,36,-1,1354,850,-1,348,1350,-1,1666,348,-1,361,1666,-1,564,361,-1,267,564,0,-6,4560,5139
9700,1,3,1,40,2,440,10380,2,0,10328,2,492,9816,2,572,9801,2,0,8393,2,275,7837,0,12,1779,56555
4700,2,1,1,41,0,200,4754,0,240,4528,0,200,4565,0,200,4464,0,200,4501,0,200,4467,0,0,1240,27279
2100,1,3,1,45,0,48,214,-1,12,48,-1,0,0,-2,0,0,-2,0,0,-2,0,0,0,-8,60,262
1500,2,3,1,41,-1,7,31,-1,63,7,-1,0,63,2,0,41,0,0,25,0,43,10,0,-1,113,177
22400,1,2,1,34,1,47,797,-2,41,652,-2,101,184,-1,1861,100,-1,137,458,-2,459,136,0,-7,2646,2327
6500,1,2,1,39,-1,118,67,-1,0,117,-1,0,0,-2,0,0,-2,0,0,-2,0,0,0,-9,118,184
3900,1,3,2,28,0,100,1508,0,140,1584,0,137,1698,0,80,1807,2,0,1845,2,240,1811,1,4,697,10253
3700,1,2,1,29,0,103,2819,0,93,2824,0,65,2597,0,64,2398,0,55,2161,0,25,1927,0,0,405,14726
2100,2,2,2,45,0,80,1960,0,40,1966,0,144,1904,0,16,160,-1,0,16,-1,195,0,0,-2,475,6006
7100,2,2,2,41,0,0,115,0,85,0,-1,0,85,-1,0,0,-2,0,0,-2,0,0,0,-6,85,200
2000,1,3,2,38,0,70,2028,0,61,2001,0,123,1478,0,828,1180,-1,27,786,0,26,803,0,-1,1135,8276
9200,1,2,2,35,1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,1,-9,0,0
800,1,3,2,27,2,80,563,0,80,633,0,120,679,0,40,799,0,20,377,0,40,391,1,2,380,3442
4900,1,2,2,25,0,185,4825,0,135,4750,0,104,4190,0,120,3169,0,98,3110,0,52,2796,0,0,694,22840
4700,2,1,2,25,0,200,4621,0,203,3942,0,200,3392,0,122,2656,0,84,1777,0,24,1270,0,0,833,17658
12400,1,2,2,48,2,201,4083,0,160,4163,0,145,4203,0,147,4285,0,504,4371,0,0,4814,1,2,1157,25919
9500,2,3,2,26,2,400,9713,2,0,9880,2,112,8191,0,20,2507,0,22,416,0,12,434,1,6,566,31141
1900,2,1,2,23,0,200,837,0,0,580,0,32,0,-1,148,32,-1,120,148,-2,229,268,0,-4,729,1865
11900,1,2,1,42,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,1,-12,0,0
6900,1,1,2,34,0,405,6771,0,227,6929,0,369,5393,0,0,2819,0,0,0,-2,0,0,0,-2,1001,21912
9100,1,1,2,32,0,1454,1336,-1,120,1454,0,800,1447,0,48,1306,0,80,1233,0,40,1193,0,-1,2542,7969
9900,2,1,2,38,0,224,4448,0,200,4598,0,236,4664,0,176,4823,0,184,4859,0,204,4965,0,0,1224,28357
13300,1,1,2,32,0,200,8938,0,240,4884,0,145,5039,0,160,5082,0,160,5081,0,160,5198,0,0,1065,34222
10800,2,2,1,63,-1,0,6,-1,101,0,-1,207,101,-1,337,206,-1,255,337,-1,0,255,0,-6,900,905
7100,2,2,3,42,0,219,5645,0,176,5211,0,120,4373,0,86,3110,0,86,2648,0,85,2342,0,0,772,23329
9300,2,1,2,32,0,80,1546,0,80,1600,0,80,1654,0,72,1695,0,104,1726,0,80,1802,0,0,496,10023
14500,2,1,2,31,0,824,3708,0,808,3497,0,403,2782,0,76,1556,0,1211,1249,0,3331,2232,0,0,6653,15024
4500,2,3,2,34,-1,371,398,-1,278,371,-1,242,198,-1,306,241,-1,0,305,0,206,110,0,-5,1403,1623
1100,1,1,1,48,2,0,96,2,0,96,8,0,96,8,0,96,8,0,96,8,0,96,1,36,0,576
7300,2,1,2,26,-2,260,491,-2,1497,260,-1,0,1497,-1,230,0,-1,720,230,0,40,724,0,-7,2747,3202
2000,1,2,2,26,2,100,1831,2,80,1889,2,61,1926,2,8,1943,2,80,1748,0,136,1794,0,10,465,11131
10400,2,1,2,29,-1,52,1480,-1,108,44,-1,626,100,0,0,698,0,11,72,0,100,11,0,-3,897,2405
5100,2,2,2,21,2,483,4639,2,136,4855,2,0,4350,2,139,3788,0,161,3857,0,105,3929,0,8,1024,25418
8000,2,1,1,45,-1,166,32,-1,278,165,-1,33,278,-1,57,33,-1,31,57,-1,35,31,0,-6,600,596
7200,2,1,2,26,1,0,0,-2,0,0,-2,0,0,-2,12,0,-1,302,12,-1,0,302,0,-7,314,314
3300,1,2,2,29,-1,80,3108,0,112,783,0,1440,881,0,100,2301,0,120,2358,0,200,2432,0,-1,2052,11863
900,1,1,2,27,0,144,456,0,0,575,2,52,554,2,20,585,2,20,589,2,1,593,0,8,237,3352
11300,1,1,2,35,0,374,10059,0,323,9812,0,287,8722,0,321,7841,0,249,7812,0,178,6758,0,0,1732,51004
3900,2,2,1,44,0,160,3958,0,200,3012,0,120,3122,0,360,1946,0,160,2199,0,200,2291,0,0,1200,16528
2100,2,3,2,44,2,205,14,-1,71,201,-1,232,71,-1,16,232,-1,31,16,-1,0,31,0,-3,555,565
3600,2,2,1,29,0,85,3655,0,54,2579,0,41,1281,0,10,584,0,10,409,0,9,403,0,0,209,8911
11200,2,1,2,40,-2,35,75,-2,10,35,-2,48,10,-2,6,48,-2,19,0,-2,40,13,0,-12,158,181
6400,1,3,2,27,0,120,2357,0,80,2438,0,600,2452,0,1320,665,0,120,1336,0,44,1369,0,0,2284,10617
3300,2,2,1,30,1,0,3430,2,296,3218,2,120,3306,2,0,3334,2,228,3128,2,120,3180,0,11,764,19596
14300,2,1,2,34,0,292,11622,0,243,4739,0,244,4510,0,249,4104,0,202,3692,0,1099,2060,0,0,2329,30727
3900,2,2,1,31,-1,156,3922,0,320,3903,0,200,3381,0,160,3420,0,120,2786,0,92,2461,0,-1,1048,19873
3900,1,2,2,30,0,80,365,0,80,427,0,80,487,0,80,547,0,40,605,0,80,629,1,0,440,3060
7900,2,1,2,31,0,101,2998,0,66,2788,0,200,2528,0,800,2284,0,600,1858,0,560,1531,0,0,2327,13987
2300,2,2,2,24,0,60,602,0,61,392,0,82,443,0,0,241,0,1907,-1133,-1,25,746,0,-1,2135,1291
15100,1,2,1,41,-1,320,7809,0,331,7533,0,285,7705,0,160,5994,0,120,2370,-2,100,2442,0,-3,1316,33853
11300,2,1,1,36,0,110,2359,0,139,2432,0,52,2529,0,44,1188,0,44,1207,0,80,1231,0,0,469,10946
700,2,3,2,52,0,52,654,0,56,695,0,40,740,0,40,767,0,25,789,0,12,793,0,0,225,4438
6700,2,1,2,38,-1,57,10,-1,0,33,2,92,17,-1,0,92,-1,0,13,-1,0,-44,0,-3,149,121
12000,1,3,1,33,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0,-12,0,0
8300,1,1,2,36,2,131,2420,0,81,2512,0,80,2511,0,80,2507,0,80,2547,0,100,1862,0,2,552,14359
2100,2,2,2,30,1,40,881,2,80,893,2,40,842,2,40,797,0,40,826,0,40,752,0,7,280,4991
4700,2,1,2,22,-2,373,588,-2,142,326,-1,442,141,-1,213,442,0,21,632,0,248,591,0,-6,1439,2720
6400,2,2,1,29,0,41,3026,0,0,1787,0,0,-7,-2,0,-9,-2,0,-9,-2,0,-9,1,-6,41,4779
3600,2,2,1,40,-1,0,200,-1,112,-33,-1,90,45,-1,91,26,-1,31,53,-1,0,31,0,-6,324,322
4100,2,3,1,42,0,82,1973,0,80,1762,0,58,1695,0,48,1484,0,46,3027,0,45,1266,0,0,359,11207
6000,1,2,2,30,1,0,6239,2,320,5924,0,212,5754,0,140,5307,0,200,3451,0,160,3536,0,3,1032,30211
4100,2,1,1,39,0,104,3873,-1,0,104,-1,1541,-477,-1,0,852,0,50,689,-1,0,50,0,-4,1695,5091
11100,1,2,1,31,0,280,9437,0,320,7135,0,320,7340,0,200,7527,0,160,3965,0,200,4062,0,0,1480,39466
1200,2,2,1,42,2,66,840,0,68,892,0,68,934,0,41,973,0,36,979,0,44,986,1,2,323,5604
1900,1,2,2,36,0,952,1999,0,88,1869,0,86,1927,0,40,1967,0,40,1041,0,40,1049,1,0,1246,9852
19900,2,1,2,26,0,80,2323,0,265,2381,0,241,2040,0,400,1774,0,165,1369,0,200,1515,0,0,1351,11402
3100,2,3,1,27,0,80,2547,0,76,2566,0,54,1526,0,56,1528,0,96,1543,0,56,1598,0,0,418,11308
12800,1,2,1,41,-2,62,29,-2,0,62,-2,80,0,-2,28,80,-2,30,28,-2,32,30,0,-12,232,229
3200,2,2,1,41,0,70,1876,0,40,1270,0,0,640,0,0,0,-2,0,0,-2,0,0,0,-4,110,3786
2900,2,1,2,28,2,80,1784,2,80,1824,2,76,1862,2,0,1895,2,88,1860,2,144,1910,1,12,468,11135
9200,1,2,1,47,0,216,4690,0,220,4378,0,220,4392,0,160,4366,0,180,4320,0,200,4369,0,0,1196,26515
8800,1,2,2,28,2,221,8619,2,0,8644,2,331,8434,2,0,8680,2,32,8553,0,8953,1593,0,10,9537,44523
900,1,2,2,25,1,100,653,2,40,724,2,24,733,2,0,736,2,200,569,0,52,758,1,9,416,4173
5300,2,1,2,28,-1,17,17,-1,9,17,-1,33,9,-1,17,25,-1,592,17,-1,17,592,0,-6,685,677
11900,2,1,2,44,0,402,4914,0,402,4962,0,807,5005,0,441,5360,0,804,4720,0,1217,5243,0,0,4073,30204
7100,2,1,1,32,1,0,0,-2,0,0,-2,101,0,-1,0,101,-1,0,0,-2,0,0,0,-7,101,101
14500,1,3,1,46,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,378,0,0,-12,378,0
900,2,2,1,41,0,48,460,0,61,501,0,50,554,0,21,582,0,22,594,0,22,606,0,0,224,3297
14400,2,2,1,35,1,0,0,-2,0,0,-2,144,0,-1,48,144,-1,0,48,-1,19,0,0,-6,211,192
2300,2,2,3,41,0,47,2086,0,40,1299,0,399,325,-1,400,399,0,0,521,0,824,-6,0,-1,1710,4624
1900,1,3,2,44,1,0,1969,2,80,1926,0,76,1972,0,80,1989,0,80,1996,0,80,1948,1,3,396,11800
700,1,2,1,45,0,52,698,0,51,708,0,26,747,0,80,746,0,16,783,0,16,776,1,0,241,4458
6300,1,2,2,27,0,42,163,0,51,182,0,40,191,0,4,220,0,4,183,0,40,187,0,0,181,1126
1900,1,2,1,29,1,72,1975,2,10,2004,2,40,1961,0,44,1013,0,72,1040,0,60,1089,1,5,298,9082
1300,2,2,2,24,1,40,1087,2,72,1097,0,92,1063,0,0,1125,2,104,1102,2,0,1181,0,7,308,6655
2000,1,2,2,23,2,240,1715,2,0,1915,4,0,1873,3,84,1831,2,80,1880,2,0,1923,0,15,404,11137
3200,2,2,2,35,-2,0,159,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0,-12,0,159
4100,2,3,1,35,2,120,2141,2,80,2203,2,184,2223,2,120,2370,2,88,2446,2,100,2487,1,12,692,13870
2100,2,2,1,32,1,0,1054,2,77,996,0,1132,1018,-1,0,1048,2,44,1008,0,81,1030,0,4,1334,6154
5100,2,1,2,24,-1,126,446,-1,344,126,-1,219,342,-1,114,218,-1,384,114,-1,356,384,0,-6,1543,1630
1900,2,1,2,23,1,0,1378,2,64,1344,0,64,1386,0,56,1427,0,56,1459,0,56,1492,0,3,296,8486
1900,1,1,2,35,0,64,1970,0,40,1062,0,100,2157,0,1903,0,-1,68,1903,0,80,1936,0,-1,2255,9028
8400,1,2,1,40,0,142,3540,0,90,6758,0,56,3200,0,43,2792,0,66,2170,0,224,1930,0,0,621,20390
12700,1,2,2,36,2,481,11350,0,842,11580,0,61,12102,2,365,11334,0,381,11014,0,368,10755,1,4,2498,68135
3500,2,2,1,33,0,160,1409,0,0,1533,2,68,1497,0,64,1540,0,60,1579,0,160,1607,0,2,512,9165
7700,2,2,1,34,-2,0,-106,-2,78,-106,-2,0,-106,-2,0,-201,-2,3941,-201,-1,128,3740,1,-11,4147,3020
3700,2,2,2,40,-1,306,105,0,453,340,0,60,15,-2,531,15,-1,401,531,0,562,839,0,-4,2313,1845
5500,1,3,2,32,2,240,5825,2,8,5814,2,316,5449,2,0,4558,2,167,4386,0,169,4365,0,10,900,30397
2100,1,3,2,32,0,80,1748,0,100,1799,0,80,1870,0,80,1896,0,100,1908,0,80,1980,0,0,520,11201
2300,2,1,2,35,0,200,1580,0,280,1740,0,400,1978,0,190,2300,-1,200,190,0,400,390,0,-1,1670,8178
1300,2,2,2,26,1,160,713,2,0,849,3,40,823,2,0,747,2,80,731,0,80,690,0,10,360,4553
13500,2,2,1,30,0,120,1461,0,120,1348,0,840,324,-1,800,772,0,757,1435,-1,901,757,0,-2,3538,6097
8000,2,1,2,35,0,1565,551,-1,600,1563,0,65,1790,0,83,1823,0,40,1624,0,81,286,0,-1,2434,7637
7200,2,2,2,37,-1,168,612,-1,52,168,-1,0,52,-1,188,0,-1,0,188,0,63,188,0,-5,471,1208
3900,1,2,2,26,0,100,1237,0,80,1287,0,80,1318,0,80,1347,0,180,1377,0,1600,1511,1,0,2120,8077
18300,2,1,2,28,0,100,662,0,378,503,0,403,776,-1,0,403,0,0,345,0,527,0,0,-1,1408,2689
2300,2,1,2,32,1,0,471,2,80,452,0,80,512,0,60,571,0,60,609,0,60,653,0,3,340,3268
12000,2,1,2,26,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0,-12,0,0
14700,2,3,1,46,-2,85,255,-2,405,84,-2,32,403,-2,184,32,-2,0,183,-2,86,0,0,-12,792,957
900,2,2,2,32,1,0,662,2,64,640,0,64,693,0,36,734,0,36,746,0,25,764,0,3,225,4239
9200,1,3,2,34,-1,13,13,-1,13,13,-1,13,13,-1,27,13,-1,0,27,0,21,14,0,-5,87,93
7200,2,3,2,34,1,188,148,-2,151,188,-2,0,151,-2,147,0,-1,72,147,-1,0,64,0,-7,558,698
3200,2,3,2,22,0,98,2676,0,121,2699,0,62,2619,0,60,2287,0,40,1162,0,50,1072,0,0,431,12515
9600,1,3,1,54,0,349,9170,0,300,9308,0,260,7564,0,260,7619,0,280,7769,0,680,7933,0,0,2129,49363
3500,1,2,2,26,2,0,4855,2,3832,4095,-1,0,3664,2,240,2641,0,120,2826,0,120,4879,0,5,4312,22960
2000,2,2,2,29,0,93,2373,0,94,2258,0,1595,2131,-1,28,777,0,29,794,0,26,796,0,-1,1865,9129
1100,1,2,1,41,0,180,973,0,120,1136,0,0,1236,2,43,1206,0,90,1216,0,0,1217,0,2,433,6984
7100,2,1,1,37,1,0,4577,2,400,4447,0,240,4680,0,200,4782,0,400,4898,0,260,5212,0,3,1500,28596
12000,1,1,1,32,0,224,50,0,60,259,0,0,306,0,12,300,0,0,306,0,264,-23,0,0,560,1198
1900,1,1,1,38,0,81,1908,0,120,1955,0,80,1791,0,120,1250,0,40,814,0,60,494,0,0,501,8212
900,1,2,2,25,1,48,278,2,0,316,2,48,305,0,40,348,0,20,382,0,20,395,1,5,176,2024
2000,1,3,2,28,0,60,686,0,48,734,0,21,769,0,21,621,0,25,605,0,200,550,0,0,375,3965
2100,1,2,2,43,2,0,904,2,148,861,2,22,982,2,401,896,-1,17,381,0,244,338,0,7,832,4362
8100,1,2,1,58,2,0,7627,2,271,7449,0,552,7536,0,1,7964,2,241,7410,0,204,6609,0,6,1269,44595
5200,2,2,1,30,-1,66,66,-1,66,66,-1,66,66,-1,66,66,-1,66,66,-1,66,66,1,-6,396,396
2000,1,2,2,39,0,74,2042,0,72,1990,0,72,2028,0,80,2018,0,83,2037,0,100,2024,0,0,481,12139
10400,2,1,2,29,0,160,2540,0,120,2651,0,80,2694,0,80,2189,0,99,1445,0,40,1406,0,0,579,12925
1900,2,2,2,23,0,800,1214,0,40,1880,0,0,1321,0,0,0,-2,0,0,-2,0,0,0,-4,840,4415
6900,2,2,1,27,0,200,2226,0,40,1932,0,15,931,0,751,494,0,30,1156,0,10,553,0,0,1046,7292
19500,1,3,1,50,-1,15,16,-1,19,15,-1,0,19,-1,28,3,-1,0,16,-1,0,0,1,-6,62,69
7300,2,1,1,27,2,104,3242,2,0,3136,2,188,2323,2,0,2330,2,100,2242,0,44,2033,1,10,436,15306
12000,2,2,2,41,0,14,335,0,14,14,-2,14,14,-2,14,14,-2,14,14,-2,79,14,0,-8,149,405
3500,2,2,2,25,0,164,3447,0,342,3502,0,0,3720,2,61,3595,0,65,1943,0,60,1670,0,2,692,17877
10400,1,2,2,27,0,420,9395,0,366,9500,0,300,8614,0,320,8223,0,300,8308,0,284,7958,0,0,1990,51998
1600,2,1,2,26,0,322,1289,0,169,1556,-1,3489,169,-1,120,3489,0,400,2906,0,173,2603,0,-2,4673,12012
12900,2,2,1,41,-1,1206,987,-1,3291,1080,-1,213,3291,-1,1322,213,-1,36,1322,-1,255,36,0,-6,6323,6929
6800,1,1,2,26,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,1,-12,0,0
7300,1,1,2,30,2,0,96,2,0,96,7,0,96,7,0,96,7,0,96,7,0,96,0,32,0,576
900,2,2,1,38,1,141,564,2,0,449,2,40,426,0,23,317,-1,0,23,-1,0,0,0,3,204,1779
7200,2,1,2,33,-1,0,64,-1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0,-10,0,64
5300,2,2,1,35,0,400,2531,0,200,2276,0,86,2438,0,200,2482,0,160,2496,0,380,2618,0,0,1426,14841
3200,2,2,1,52,2,111,3193,0,129,3110,0,80,3109,0,80,3121,0,40,1184,0,60,1077,0,2,500,14794
3900,2,2,1,38,-2,0,88,-2,79,0,-2,142,79,-2,0,142,-2,0,0,-2,106,0,0,-12,327,309
800,2,2,2,25,2,120,740,2,0,808,2,185,755,2,0,889,4,0,826,3,0,774,1,15,305,4792
700,1,2,1,50,-2,120,40,-2,32,120,-2,64,32,-2,94,64,-2,111,94,-2,48,111,0,-12,469,461
300,1,2,1,43,1,60,318,2,0,367,2,60,355,2,0,400,2,120,287,0,80,354,0,9,320,2081
2100,1,3,2,46,0,120,1933,0,120,1962,0,120,1922,0,120,1924,0,144,324,0,192,277,0,0,816,8342
1200,2,2,1,26,0,64,1163,0,60,1171,0,40,1208,0,160,1140,0,76,1187,2,0,1180,0,2,400,7049
2100,2,2,3,45,1,958,1828,6,1188,1296,1,27,634,5,56,1630,12,290,335,12,87,100,0,37,2606,5823
16900,2,2,1,31,0,400,2081,0,403,2421,0,404,2683,0,400,2777,0,100,2541,0,200,2425,0,0,1907,14928
18100,1,1,1,43,-1,717,2833,-1,371,689,-1,4595,347,-1,256,4529,-1,0,236,-1,0,0,0,-6,5939,8634
800,1,3,1,37,8,0,967,7,0,954,6,0,929,5,0,903,4,0,866,3,0,841,1,33,0,5460
2100,1,2,2,25,2,120,1730,0,52,1801,0,26,1775,0,24,781,0,48,1411,0,24,644,1,2,294,8142
14400,1,3,2,31,1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,1,-9,0,0
6000,2,2,2,24,-2,194,8,-2,51,193,-2,194,51,-2,410,193,-1,0,410,2,293,228,0,-7,1142,1083
2100,1,3,2,20,1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0,-9,0,0
1900,2,1,2,24,0,90,631,0,63,699,0,50,713,0,31,740,0,31,731,0,19,745,0,0,284,4259
7200,2,2,2,38,1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,439,0,-1,0,439,0,-8,439,439
2900,2,1,2,24,-2,0,-1,-2,2796,0,-1,50,207,0,40,254,0,80,283,0,40,358,0,-5,3006,1101
26400,1,1,2,38,0,260,5697,0,240,4885,0,600,4171,0,0,4534,2,400,4457,0,240,4774,0,2,1740,28518
6100,1,1,2,54,0,720,9105,0,495,14249,0,262,9908,0,277,9592,0,16,9706,0,0,1580,0,0,1770,54140
13900,2,1,1,42,-1,172,253,-1,649,172,-1,1800,649,0,4340,2277,-1,186,283,-1,26,186,0,-5,7173,3820
5200,2,1,2,27,1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,25,0,0,-9,25,0
2700,1,1,2,29,-2,549,1034,-2,309,549,-2,1030,309,-2,1867,1029,-2,1061,1867,-2,2241,1061,0,-12,7057,5849
4000,2,2,1,47,2,72,1762,2,0,1780,2,142,1717,0,67,1824,0,67,1841,0,67,1871,0,6,415,10795
8900,2,2,1,35,2,84,1927,0,156,1967,0,0,1869,2,74,1827,0,152,1866,0,0,1980,0,4,466,11436
9900,1,1,1,60,0,41,65,0,0,100,0,26,-2,-1,0,24,0,0,24,0,0,0,0,-1,67,211
1900,1,1,2,25,0,80,1252,0,100,1311,0,54,1377,0,60,1389,0,80,722,0,60,784,0,0,434,6835
4500,1,1,1,31,0,200,1898,0,0,2048,0,0,-8,-2,0,-8,-2,0,-8,-2,40,-8,1,-6,240,3914
14400,2,1,2,28,-1,315,554,-1,192,312,-1,402,180,0,160,409,0,402,260,0,483,606,0,-3,1954,2321
15900,2,1,1,33,-2,400,400,-2,0,392,-2,560,-8,-2,80,552,-2,0,0,-2,0,0,0,-12,1040,1336
3100,2,3,3,45,0,0,136,0,0,0,-2,0,0,-2,98,0,-1,36,97,-1,369,36,0,-6,503,269
5300,2,1,2,28,-2,344,393,-2,0,343,-2,0,0,-2,47,0,-1,0,47,-1,43,0,1,-10,434,783
2100,1,1,2,23,-1,0,78,2,66,26,-1,0,66,-1,50,0,-1,0,50,0,0,40,0,-2,116,260
7900,2,3,3,53,-1,0,31,-1,16,0,-1,31,16,-1,0,31,0,16,16,-1,16,16,0,-5,79,110
4000,1,2,1,28,2,128,3274,2,200,3311,2,272,3421,2,140,3601,3,0,3646,3,136,3577,1,14,876,20830
5100,2,3,1,37,0,200,5619,0,200,5342,0,168,5056,0,160,4767,0,144,4454,0,182,4140,0,0,1054,29378
6400,2,3,1,34,-1,0,95,2,88,44,-1,0,88,-1,0,0,-2,0,0,-2,0,0,1,-5,88,227
1900,2,3,2,26,0,76,1946,0,65,1870,0,60,1688,0,48,1227,0,44,1166,0,44,1159,0,0,337,9056
10700,2,2,2,27,-1,686,3560,-1,725,686,-1,5900,725,-1,2400,5888,0,600,6811,0,2334,6811,0,-4,12645,24481
9200,1,3,1,39,0,1000,2147,0,200,3012,0,200,2259,0,195,1535,-1,109,195,-1,0,109,0,-2,1704,9257
700,1,3,2,27,1,0,741,2,114,718,2,0,808,2,22,780,0,18,796,0,20,563,0,7,174,4406
1900,2,2,1,37,1,0,357,2,120,345,2,0,459,2,72,440,2,0,492,2,78,479,1,11,270,2572
2000,1,2,2,29,2,80,1585,2,72,1628,2,60,1661,2,64,1682,2,80,1713,2,68,1758,1,12,424,10027
4000,2,1,1,27,0,1,303,0,4134,18,-1,69,3952,0,44,2083,0,52,1607,0,80,1432,0,-1,4380,9395
14500,1,1,2,32,-1,2150,611,-1,115,2108,-1,277,115,-1,401,277,-1,259,401,-1,1684,259,0,-6,4886,3771
3600,1,2,1,38,0,84,2129,0,0,1546,0,0,0,-2,0,0,-2,0,0,-2,0,0,0,-6,84,3675
10500,2,3,1,29,0,0,800,0,0,0,-2,0,0,-2,0,0,-2,0,0,-2,291,0,0,-8,291,800
12000,2,2,1,32,-1,2288,1500,-1,1467,2288,-1,1371,1467,-1,1023,1370,-1,1147,1023,-1,1487,1147,0,-6,8783,8795
4100,2,3,2,26,0,548,289,-1,1993,547,-1,2002,1991,0,1,2450,0,401,1256,0,4000,821,0,-2,8945,7354
11600,2,2,1,37,0,2080,11098,0,1620,10843,0,800,11220,0,1200,7955,0,600,8902,0,160,5367,0,0,6460,55385
3300,2,2,2,33,0,61,502,0,63,543,0,136,584,0,0,698,2,40,675,0,40,698,0,2,340,3700
5200,1,3,3,58,6,771,801,4,329,1428,3,552,1062,9,2806,4563,1,939,4183,0,1647,2065,0,23,7044,14102
4300,1,2,1,38,2,0,2285,2,192,2226,2,0,2381,2,400,2319,2,0,2680,2,288,2630,1,12,880,14521
1300,2,2,2,51,0,56,601,0,100,634,0,100,723,0,32,811,2,40,818,2,32,839,0,4,360,4426
11600,2,1,2,28,1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,1,-9,0,0
14300,2,1,2,29,1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0,-9,0,0
9100,2,2,2,27,-2,0,0,-2,540,0,-2,365,540,-2,440,363,-2,247,440,-2,35,247,0,-12,1627,1590
1300,2,1,1,42,-1,31,16,-1,0,31,-1,0,0,-2,0,0,-2,0,0,-2,0,0,0,-9,31,47
1100,2,2,2,23,1,80,668,2,60,725,2,40,761,2,0,777,2,200,753,0,80,932,0,9,460,4616
5200,2,2,1,31,1,0,2062,2,100,2019,0,80,2061,0,168,2083,0,88,2217,2,0,2263,1,5,436,12705
7300,2,1,2,29,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0,-12,0,0
3200,2,2,2,37,2,80,749,0,100,803,0,0,690,2,80,540,0,80,579,0,120,563,0,4,460,3924
5600,1,1,2,34,-2,408,27,-2,34,408,-2,17,34,-2,4,17,-2,57,4,-2,0,57,0,-12,520,547
3200,1,1,2,31,0,140,3062,0,2,866,2,2600,697,2,2,2706,2,129,2553,2,0,1947,0,8,2873,11831
9700,1,1,2,37,1,0,0,-2,0,0,-2,0,0,-2,1107,0,-1,37,1107,0,37,1130,0,-6,1181,2237
8000,1,1,1,37,-1,181,162,-1,0,180,-1,45,0,-1,53,45,-1,75,53,-1,0,75,1,-6,354,515
2100,2,2,1,37,0,0,2056,0,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,1,-8,0,2056
6500,1,1,1,39,-1,9,31,-1,60,9,-1,52,54,-1,58,52,-1,0,95,2,40,58,1,-3,219,299
14400,1,3,1,32,-2,16,0,-2,33,16,-1,5484,33,-1,200,5448,0,205,5549,0,215,5665,0,-6,6153,16711
13900,1,3,1,34,0,249,8744,0,287,6652,0,168,6644,0,96,4006,0,96,2014,0,100,2056,0,0,996,30116
1900,1,2,1,55,2,0,1943,2,60,1884,0,40,1210,0,39,1078,0,39,1090,0,40,1101,0,4,218,8306
1100,1,2,2,29,-1,16,16,-1,16,16,-1,16,16,-1,58,16,-1,0,58,0,64,29,0,-5,170,151
12000,2,1,1,44,-1,0,16,-1,583,0,-1,101,583,-1,120,100,-1,15,120,-1,79,15,0,-6,898,834
4800,2,1,2,28,-1,196,260,-1,260,196,-1,273,260,-1,225,273,-1,220,225,-1,317,113,0,-6,1491,1327
8000,2,3,2,44,-2,409,0,-2,54,409,-2,0,54,-2,39,0,-2,5,39,-2,3,5,0,-12,510,507
2000,1,2,2,26,1,2154,-29,-1,120,2011,0,200,2034,0,200,1623,0,120,1781,0,71,1858,0,0,2865,9278
12700,2,2,2,39,-2,0,-228,-2,0,-228,-2,8120,-228,-2,16,7892,-2,12405,-92,-2,40,9113,0,-12,20581,16229
4800,2,2,1,44,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,1,-12,0,0
